,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码,订单编号
696,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2574793467325334
697,swisse护肝片 澳洲,170,1,931177058999,,,,交易成功,931177058999,2464098517817682
698,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2463609088475595
699,普丽普莱Puritan',189,2,74312138324,,,,卖家已发货，等待买家确认,74312138324,2464444298143095
700,普丽普莱 番茄红素软胶囊,226,1,25077184804,,,,卖家已发货，等待买家确认,25077184804,2571515227856400
701,swisse护肝片 澳洲,170,2,931177058999,,,,卖家已发货，等待买家确认,931177058999,2569205071592035
702,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2568245666547134
703,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2256756761096557
704,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2456503683334488
705,普利普莱氨糖软骨素美国三,489,2,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2456133318663882
706,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2256769375171851
707,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2256351381697847
708,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2455068690334590
709,美国进口普利普莱叶黄素软,329,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2254281993423554
710,comvita康维他新西,249,1,940050100111,,,,卖家已发货，等待买家确认,940050100111,2446770341020266
711,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2444010550641766
712,ASANA补肝素 螺旋藻,198,1,489700682540,,,,交易成功,489700682540,2252484585358540
713,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易成功,ecms-tz-0010,2441549950428872
714,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2441446929747165
715,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2547950446644830
716,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2549393469876828
717,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2438429489694883
718,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2437201344339663
719,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,卖家已发货，等待买家确认,456026429033,2435083512173787
720,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2544332266875315
721,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2541908600841711
722,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2435036696574875
723,美国进口普利普莱叶黄素软,176,1,74312149047,,,,卖家已发货，等待买家确认,74312149047,2249322777979553
724,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2248333968535741
725,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2248944171786043
726,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,卖家已发货，等待买家确认,456026429341,2432210344198863
727,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261,2429933507158287
728,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2535410031528201
729,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2246416961186247
730,日本FANCL/芳珂 H,398,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2426699510485785
731,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2428310891319385
732,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2427716702984289
733,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2425607918456991
734,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2425530951957964
735,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2425364348962074
736,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2526485426860709
737,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2421181709559484
738,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2524600270530019
739,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2525755861223624
740,日本进口水果果蔬酵素酵母,215,1,493309403145,,,,交易成功,493309403145,2525006055127731
741,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2525073860636327
742,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2522757848189026
743,普利普莱氨糖软骨素美国三,489,2,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2244108568053458
744,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2416817924832971
745,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,发圆通韵达或申通亲,交易成功,456026429341,2519229013907745
746,日本fancl美白丸全身,455,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2415451154008371
747,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2517824038551003
748,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2519110661212228
749,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2517523074673526
750,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2516098011498207
751,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2411913910958982
752,swisse护肝片 澳洲,170,2,931177058999,,,,卖家已发货，等待买家确认,931177058999,2509009276883627
753,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2509625628728204
754,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2507451411496452
755,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2503988208864907
756,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,交易成功,456026429338,2503672471419017
757,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2504662257202830
758,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2244685577267141
759,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2502566257909416
760,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2405002707292581
761,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2500353073952919
762,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2243942184161346
763,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2498926274873214
764,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2500269666130734
765,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2243526172824058
766,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2497482808078610
767,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2401617326642574
768,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2400701357542470
769,日本FANCL复合维生素,99,1,490804928347,,,,交易关闭,490804928347,2496757050805818
770,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2401943699203992
771,日本fancl美白丸全身,204,2,490804934732,,,,卖家已发货，等待买家确认,490804934732,2494727645941832
772,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2401053932890570
773,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2399484513965390
774,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2401029530718870
775,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2242116586513143
776,美国进口普利普莱叶黄素软,176,1,74312149047,,,,交易成功,74312149047,2494453655662622
777,日本fancl美白丸全身,204,3,490804934732,,,,卖家已发货，等待买家确认,490804934732,2492278249519729
778,日本进口水果果蔬酵素酵母,158,1,493309403134,,,,交易关闭,493309403134,2396385113141687
779,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2241384171622552
780,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2395693118395193
781,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704,2396699501482079
782,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2395285893679780
783,日本kawai卡哇伊鱼油,218,1,498704921162,,,,卖家已发货，等待买家确认,498704921162,2394590110009098
784,日本kawai卡哇伊肝油,259,1,498704921251,,,,卖家已发货，等待买家确认,498704921251,2392542758589572
785,日本FANCL复合维生素,99,2,490804928347,,,,卖家已发货，等待买家确认,490804928347,2239094967280641
786,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2392041104762090
787,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,卖家已发货，等待买家确认,498704921261,2390481942121166
788,fancl/芳珂燃脂素 ,258,1,490804914233,,,,交易成功,490804914233,2237873563385059
789,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2483847438198911
790,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2237791162944440
791,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2482438876600520
792,日本kawai卡哇伊肝油,259,1,498704921251,,,,交易成功,498704921251,2483228015042510
793,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2236352997026754
794,swisse护肝片 澳洲,170,2,931177058999,,,,交易成功,931177058999,2388166107661095
795,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2387811900248888
796,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2480886676242124
797,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2385521308648196
798,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2478660209395700
799,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2235622165254446
800,日本FANCL复合维生素,99,1,490804928347,,,,卖家已发货，等待买家确认,490804928347,2381965917910879
801,香港直邮 FANCL 护,260,1,490804908951,,,,卖家已发货，等待买家确认,490804908951,2478144811889608
802,日本FANCL复合维生素,99,2,490804928347,,,,交易成功,490804928347,2478107069493828
803,日本fancl美白丸全身,204,1,490804934732,,,,卖家已发货，等待买家确认,490804934732,2380968286972383
804,日本代购新谷酵素夜迟减肥,399,1,456026429341,,,,交易成功,456026429341,2380741488876295
805,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2475595605069606
806,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2235897572829152
807,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2380556896231976
808,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2475004617546309
809,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2234301968509048
810,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2379865897062082
811,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,交易关闭,ecms-tz-0010,2474961868056633
812,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2234952986124640
813,ASANA补肝素 螺旋藻,198,1,489700682540,,,,交易成功,489700682540,2472748009878308
814,KAWAI 鱼肝油钙丸 ,238,1,498704921261,,,,交易成功,498704921261,2376085282119784
815,普丽普莱氨糖维骨力/软骨,580,1,ecms-tz-0010,,,,卖家已发货，等待买家确认,ecms-tz-0010,2375740927705366
816,日本进口水果果蔬酵素酵母,158,1,493309403134,,,,交易成功,493309403134,2376501144560061
817,日本FANCL复合维生素,99,1,490804928347,,,请用天天快递，谢谢,交易关闭,490804928347,2375915298375989
818,日本代购新谷酵素夜迟减肥,399,2,456026429338,,,,卖家已发货，等待买家确认,456026429338,2470197413423209
819,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2373533353048965
820,日本代购新谷酵素夜迟减肥,399,1,456026429033,,,,交易关闭,456026429033,2469582452690418
821,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易关闭,456026429338,2468477648973121
822,FANCL/芳珂 HTC,198,1,490804926704,,,,交易成功,490804926704,2232460764215949
823,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2372355117282482
824,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2466944072913127
825,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2231108593241657
826,日本FANCL复合维生素,99,1,490804928347,,,,交易成功,490804928347,2230778790703448
827,日本fancl美白丸全身,204,1,490804934732,,,,交易成功,490804934732,2464403443698527
828,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,卖家已发货，等待买家确认,456026429338,2465792267908924
829,FANCL/芳珂 HTC,198,9,490804926704,,,,卖家已发货，等待买家确认,490804926704,2368402917767676
830,FANCL/芳珂 HTC,198,1,490804926704,,,,卖家已发货，等待买家确认,490804926704,2462928245060526
831,日本代购新谷酵素夜迟减肥,399,1,456026429338,,,,交易成功,456026429338,2368693305534877
